60,[23, 23, 23, 23, 23, 23, 23, 23, 23, 1, 23, 23, 21, 1, 23, 23, 21, 21, 21, 4]
61,[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
63,[5, 5, 19, 4, 5, 5, 5, 9, 5, 11, 8, 9, 5, 1, 5, 20, 1, 5, 19, 4]
67,[20, 20, 9, 9, 20, 20, 30, 9, 9, 9, 2, 9, 2, 4, 0, 9, 29, 9, 2, 9]
68,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 35, 1, 4, 1, 1, 1, 1, 1, 1]
69,[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 9, 3, 9, 45, 5, 9, 1, 45]
70,[4, 1, 4, 4, 4, 4, 39, 23, 11, 23, 1, 30, 11, 1, 4, 39, 1, 1, 4, 4]
71,[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 23, 30, 45, 30, 30, 30, 45]
72,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1]
73,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 4, 4, 1]
76,[1, 3, 1, 1, 0, 3, 19, 4, 1, 5, 3, 5, 4, 1, 3, 4, 3, 1, 8, 5]
77,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
79,[4, 9, 4, 19, 19, 19, 4, 9, 4, 9, 19, 3, 9, 4, 4, 4, 4, 4, 4, 20]
81,[5, 5, 5, 5, 5, 5, 3, 5, 5, 36, 5, 5, 3, 18, 3, 35, 5, 9, 5, 5]
82,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
83,[17, 17, 4, 1, 17, 4, 23, 1, 23, 5, 17, 18, 23, 18, 9, 4, 17, 9, 29, 27]
85,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
88,[4, 9, 42, 4, 4, 6, 4, 42, 4, 42, 19, 2, 4, 4, 42, 5, 31, 1, 6, 9]
89,[5, 5, 1, 4, 6, 2, 5, 1, 4, 5, 6, 20, 6, 4, 6, 6, 41, 5, 17, 4]
95,[43, 39, 23, 43, 43, 43, 5, 43, 43, 19, 5, 43, 5, 5, 23, 5, 39, 9, 5, 25]
96,[3, 3, 3, 3, 7, 1, 6, 3, 3, 3, 5, 3, 3, 1, 3, 3, 3, 13, 5, 3]
97,[20, 20, 4, 20, 1, 4, 0, 4, 20, 45, 20, 4, 4, 30, 0, 4, 4, 5, 45, 30]
101,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
102,[4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 28, 4, 4, 45, 4, 4, 4, 3, 30, 4]
103,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
104,[6, 6, 15, 5, 17, 6, 17, 4, 0, 13, 0, 4, 8, 4, 4, 3, 8, 9, 9, 9]
105,[5, 19, 5, 5, 19, 19, 0, 19, 19, 20, 19, 5, 19, 15, 9, 19, 15, 5, 5, 22]
106,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
107,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
108,[4, 1, 1, 4, 4, 21, 34, 4, 4, 4, 4, 4, 1, 4, 21, 4, 25, 1, 4, 1]
109,[46, 46, 9, 9, 9, 9, 46, 9, 9, 30, 9, 9, 4, 8, 46, 4, 1, 9, 4, 4]
110,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
111,[23, 23, 9, 23, 23, 23, 23, 23, 20, 23, 23, 23, 23, 23, 9, 23, 23, 9, 23, 9]
113,[4, 1, 9, 9, 19, 9, 4, 9, 23, 9, 9, 9, 9, 9, 9, 19, 1, 9, 9, 43]
114,[4, 4, 14, 4, 1, 14, 14, 3, 4, 14, 1, 23, 4, 23, 4, 5, 1, 4, 4, 4]
116,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 27, 5, 5, 5, 5, 5, 5]
120,[20, 20, 20, 20, 20, 20, 35, 20, 20, 35, 20, 35, 20, 20, 20, 20, 20, 35, 20, 20]
121,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 17, 4, 4, 4, 4, 4, 4, 4, 4, 4]
122,[4, 1, 1, 25, 25, 4, 25, 1, 23, 1, 25, 1, 4, 4, 7, 1, 4, 23, 1, 6]
123,[3, 3, 3, 4, 21, 4, 1, 11, 21, 1, 4, 13, 3, 1, 43, 1, 3, 4, 11, 9]
124,[1, 3, 1, 4, 1, 25, 1, 9, 1, 1, 1, 9, 1, 1, 1, 48, 1, 1, 43, 9]
125,[17, 17, 17, 4, 1, 23, 5, 4, 3, 17, 27, 17, 23, 5, 17, 21, 17, 1, 3, 1]
126,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
127,[28, 28, 28, 28, 28, 28, 28, 28, 28, 30, 28, 28, 5, 28, 8, 28, 28, 4, 28, 28]
128,[20, 20, 20, 20, 20, 20, 20, 1, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 1, 8]
129,[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 30, 2, 4, 2]
130,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1]
131,[25, 1, 14, 25, 14, 25, 4, 14, 1, 0, 14, 14, 17, 4, 4, 25, 25, 4, 25, 4]
132,[9, 4, 9, 9, 9, 9, 4, 4, 9, 9, 9, 30, 9, 9, 9, 9, 9, 9, 9, 4]
133,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
134,[8, 8, 8, 8, 39, 39, 8, 48, 21, 8, 19, 8, 0, 8, 48, 8, 0, 39, 21, 39]
135,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
136,[14, 14, 14, 9, 14, 14, 14, 5, 14, 14, 39, 14, 39, 14, 8, 8, 21, 14, 9, 21]
138,[45, 8, 45, 3, 45, 8, 23, 45, 1, 1, 0, 27, 3, 8, 3, 8, 45, 8, 4, 1]
140,[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]
141,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
142,[1, 1, 7, 7, 1, 5, 7, 1, 18, 9, 4, 5, 9, 31, 1, 5, 4, 5, 1, 1]
143,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
144,[5, 5, 18, 5, 5, 5, 17, 18, 9, 8, 17, 5, 0, 1, 3, 17, 3, 3, 19, 5]
145,[4, 4, 1, 4, 4, 1, 1, 4, 1, 6, 4, 4, 1, 5, 1, 39, 39, 1, 4, 9]
146,[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
147,[1, 1, 4, 1, 8, 1, 1, 1, 1, 1, 40, 1, 4, 1, 4, 1, 1, 1, 1, 41]
148,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
151,[9, 9, 5, 9, 9, 9, 9, 9, 9, 5, 9, 9, 9, 30, 48, 9, 5, 4, 18, 34]
159,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
161,[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]
162,[19, 4, 1, 6, 4, 4, 13, 4, 4, 9, 6, 9, 7, 4, 4, 17, 4, 4, 1, 4]
164,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
167,[4, 35, 29, 4, 29, 40, 35, 4, 35, 4, 29, 1, 35, 4, 40, 1, 4, 18, 1, 1]
168,[5, 5, 5, 5, 5, 5, 41, 4, 5, 5, 41, 43, 23, 41, 5, 5, 5, 5, 41, 41]
169,[5, 1, 5, 5, 21, 3, 5, 1, 5, 8, 8, 1, 3, 5, 4, 5, 1, 1, 38, 3]
171,[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
172,[1, 1, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1, 29, 1, 1, 1, 1, 1]
174,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
176,[1, 1, 9, 1, 9, 1, 1, 1, 9, 4, 9, 4, 1, 1, 4, 9, 1, 1, 9, 9]
179,[4, 0, 4, 9, 18, 8, 4, 9, 6, 4, 9, 6, 6, 6, 3, 1, 1, 2, 6, 14]
180,[4, 4, 9, 9, 1, 4, 9, 4, 4, 17, 4, 4, 4, 4, 34, 40, 9, 4, 9, 13]
182,[28, 8, 40, 19, 5, 40, 8, 5, 19, 28, 14, 8, 5, 8, 23, 5, 28, 40, 28, 46]
183,[6, 4, 3, 23, 9, 3, 0, 7, 17, 23, 1, 4, 41, 1, 27, 7, 8, 8, 9, 7]
184,[4, 4, 9, 30, 4, 45, 30, 9, 9, 5, 9, 4, 5, 9, 9, 40, 4, 9, 4, 23]
185,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
186,[4, 4, 4, 3, 23, 0, 43, 4, 4, 5, 3, 4, 43, 4, 23, 11, 4, 23, 26, 3]
187,[5, 5, 3, 19, 17, 1, 41, 28, 22, 22, 22, 22, 1, 3, 1, 1, 1, 1, 1, 1]
188,[9, 3, 9, 3, 3, 9, 9, 23, 9, 3, 45, 4, 9, 45, 3, 3, 9, 9, 9, 9]
190,[4, 23, 23, 3, 5, 11, 4, 4, 4, 9, 1, 0, 4, 5, 9, 5, 4, 4, 1, 4]
191,[3, 4, 9, 4, 9, 4, 9, 4, 4, 9, 9, 9, 4, 4, 3, 4, 3, 9, 4, 4]
192,[1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 4]
193,[5, 5, 5, 5, 5, 5, 5, 48, 5, 48, 5, 1, 5, 5, 5, 5, 48, 5, 5, 5]
194,[1, 30, 8, 1, 20, 1, 8, 4, 8, 1, 1, 1, 1, 8, 8, 9, 17, 1, 4, 1]
195,[30, 9, 9, 9, 19, 1, 23, 9, 9, 9, 9, 30, 42, 19, 30, 1, 9, 9, 42, 42]
197,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
198,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
199,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
200,[2, 2, 2, 2, 2, 2, 23, 23, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
201,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
203,[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 22, 28, 28]
205,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20]
208,[43, 43, 5, 43, 43, 43, 5, 5, 43, 5, 5, 5, 43, 43, 5, 5, 5, 5, 5, 4]
209,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
210,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
211,[1, 1, 4, 1, 23, 4, 1, 23, 1, 1, 9, 1, 9, 4, 23, 6, 4, 0, 5, 9]
212,[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
214,[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 1, 5, 5, 5, 1, 5]
215,[1, 46, 9, 1, 46, 46, 4, 1, 1, 1, 0, 46, 4, 1, 39, 46, 14, 1, 5, 5]
216,[1, 1, 3, 1, 1, 1, 1, 5, 1, 1, 3, 3, 18, 3, 1, 1, 1, 1, 40, 1]
219,[29, 29, 25, 29, 1, 4, 29, 6, 5, 25, 25, 29, 25, 29, 22, 29, 18, 29, 1, 28]
220,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
221,[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4, 9, 5, 23, 4, 4, 4, 9, 9]
224,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
226,[1, 1, 1, 1, 4, 1, 1, 29, 23, 1, 6, 8, 8, 1, 6, 1, 6, 1, 9, 29]
227,[31, 8, 31, 4, 8, 8, 4, 30, 8, 8, 8, 8, 31, 31, 8, 8, 1, 30, 31, 9]
228,[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]
229,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 4, 4, 4, 4, 4, 4, 4, 1, 4]
230,[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]
231,[9, 9, 9, 9, 9, 9, 9, 9, 8, 4, 9, 9, 9, 20, 4, 9, 5, 9, 4, 8]
232,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
235,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
237,[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]
238,[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 4, 34, 18, 18, 34, 18, 34, 18, 18]
241,[17, 17, 17, 5, 17, 5, 5, 17, 0, 17, 5, 17, 3, 17, 17, 17, 18, 3, 8, 17]
242,[4, 1, 34, 1, 34, 34, 39, 34, 34, 34, 4, 14, 34, 34, 34, 5, 4, 29, 39, 22]
244,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
245,[4, 4, 4, 21, 8, 9, 3, 1, 9, 19, 9, 4, 3, 3, 1, 1, 17, 21, 36, 4]
247,[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18]
249,[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]
251,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
252,[23, 23, 23, 23, 23, 19, 35, 23, 23, 23, 23, 3, 5, 23, 23, 23, 3, 42, 23, 23]
254,[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
255,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
256,[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]
258,[45, 21, 8, 21, 21, 21, 4, 1, 4, 3, 45, 5, 8, 29, 6, 29, 8, 29, 21, 1]
259,[1, 4, 4, 4, 17, 20, 4, 5, 9, 1, 4, 4, 19, 4, 30, 4, 4, 4, 34, 4]
260,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
261,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
263,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
266,[9, 1, 9, 9, 1, 9, 9, 1, 1, 1, 21, 1, 1, 21, 1, 9, 1, 1, 9, 9]
267,[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 5, 1, 4, 1, 1, 1, 1, 1]
268,[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 41, 39, 39]
269,[28, 5, 28, 28, 9, 9, 4, 5, 9, 23, 9, 5, 19, 19, 9, 5, 5, 28, 9, 39]
270,[5, 20, 3, 5, 20, 21, 25, 21, 5, 5, 5, 5, 5, 5, 5, 23, 0, 5, 8, 5]
273,[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
274,[40, 5, 5, 5, 0, 5, 5, 0, 23, 5, 5, 4, 9, 5, 2, 40, 5, 2, 40, 0]
276,[2, 22, 5, 2, 2, 22, 2, 22, 22, 2, 2, 2, 2, 2, 22, 23, 5, 2, 22, 2]
277,[4, 5, 41, 1, 4, 5, 3, 1, 1, 41, 5, 41, 5, 5, 28, 22, 4, 23, 28, 1]
279,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
282,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
283,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
284,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
285,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
286,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
288,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 23, 20, 20, 20, 20, 20, 20]
289,[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
290,[19, 35, 35, 4, 40, 35, 5, 19, 19, 19, 35, 19, 19, 5, 0, 1, 19, 6, 4, 19]
292,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 2, 23, 23, 23, 23, 23, 23]
293,[5, 5, 5, 5, 5, 25, 5, 5, 3, 5, 3, 5, 25, 4, 5, 30, 5, 4, 25, 5]
294,[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
295,[5, 5, 5, 5, 5, 5, 5, 9, 5, 5, 4, 23, 4, 5, 5, 5, 5, 5, 5, 5]
297,[26, 26, 26, 1, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 1, 26, 1, 26]
299,[5, 5, 5, 5, 5, 5, 5, 20, 20, 20, 5, 5, 5, 5, 5, 5, 2, 20, 5, 5]
303,[13, 13, 13, 22, 22, 13, 13, 22, 22, 35, 35, 22, 13, 13, 35, 22, 9, 35, 35, 13]
304,[30, 30, 30, 30, 28, 30, 30, 30, 4, 5, 30, 30, 30, 30, 30, 30, 30, 30, 30, 25]
306,[5, 1, 5, 1, 20, 2, 39, 2, 5, 39, 20, 3, 20, 5, 39, 1, 3, 39, 5, 5]
307,[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]
309,[5, 34, 48, 1, 9, 34, 4, 5, 6, 1, 1, 1, 5, 5, 5, 5, 5, 34, 4, 1]
311,[2, 2, 2, 2, 2, 5, 2, 2, 2, 5, 5, 5, 5, 3, 23, 23, 23, 3, 5, 5]
312,[4, 4, 4, 5, 9, 5, 4, 5, 9, 9, 4, 5, 22, 2, 25, 5, 2, 19, 13, 5]
313,[5, 5, 5, 18, 18, 5, 5, 4, 5, 23, 5, 4, 5, 5, 5, 18, 5, 3, 5, 5]
314,[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
317,[6, 6, 6, 6, 6, 6, 6, 6, 22, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
318,[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
319,[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
321,[1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
322,[4, 4, 4, 4, 1, 5, 34, 4, 4, 34, 4, 4, 5, 30, 5, 4, 4, 1, 15, 4]
323,[20, 20, 20, 0, 39, 19, 9, 35, 35, 20, 35, 30, 5, 5, 39, 20, 5, 5, 35, 39]
324,[1, 30, 8, 8, 15, 5, 19, 4, 30, 1, 8, 9, 1, 8, 20, 8, 30, 15, 0, 20]
325,[14, 5, 9, 5, 9, 19, 5, 19, 29, 29, 41, 5, 9, 41, 5, 29, 1, 14, 29, 8]
326,[0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
329,[14, 4, 5, 4, 5, 3, 27, 14, 14, 27, 14, 13, 18, 4, 18, 4, 4, 5, 27, 17]
330,[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
331,[8, 9, 1, 8, 8, 1, 28, 5, 5, 8, 22, 1, 22, 8, 18, 18, 1, 1, 42, 1]
335,[6, 6, 6, 40, 40, 6, 8, 0, 6, 6, 0, 6, 0, 27, 6, 4, 5, 1, 27, 4]
340,[4, 4, 4, 5, 5, 4, 4, 4, 3, 5, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5]
345,[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 6, 5, 30, 48, 8]
347,[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 9, 6]
350,[0, 3, 5, 4, 9, 3, 0, 5, 9, 0, 3, 20, 19, 9, 19, 19, 9, 39, 40, 1]
352,[9, 3, 41, 4, 4, 5, 3, 4, 5, 20, 40, 3, 39, 4, 4, 5, 4, 20, 9, 0]
353,[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
