15,[1, 4, 8, 18, 1, 1, 2, 1, 1, 8, 1, 12, 23, 16, 7, 5, 1, 9, 11, 4, 4, 1, 31, 23, 1, 0, 2, 2, 8, 31, 1, 2, 1, 7, 18, 31, 7, 7, 0, 4, 1, 18, 1, 16, 18, 12, 12, 16, 5, 23, 23, 23, 23, 23, 1, 18, 1, 14, 1, 4, 48, 27, 12, 12, 2, 8, 0, 4, 4, 4, 4, 28, 28, 1, 18, 18, 4, 4, 4, 4, 25, 18, 14, 7, 16, 9, 31, 6, 13, 4, 22, 9, 19, 24, 1, 1, 1, 1, 1, 4]
17,[0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 5, 0, 7, 0, 0, 1, 0, 0, 0, 6, 8, 9, 1, 6, 33, 33, 5, 0, 1, 0, 0, 35, 35, 0, 8, 8, 8, 8, 8, 23, 8, 0, 0, 8, 0, 0, 0, 18, 8, 8, 8, 0, 2, 0, 0, 35, 8, 5, 1, 35, 0, 33, 4, 1, 8, 6, 0, 0, 0, 41, 5, 49, 18, 5, 0, 2, 18, 18, 18, 18, 18, 2, 11, 5, 25, 18, 18, 18, 18, 7, 24, 4, 0, 7, 19, 19, 8, 19, 19, 19]
18,[0, 0, 9, 2, 24, 2, 9, 0, 5, 0, 0, 0, 0, 0, 0, 2, 6, 8, 0, 2, 16, 9, 4, 23, 23, 25, 1, 0, 0, 7, 8, 7, 6, 4, 0, 23, 0, 7, 9, 30, 0, 5, 2, 0, 0, 32, 2, 1, 2, 8, 13, 4, 4, 0, 4, 4, 5, 5, 5, 11, 6, 6, 4, 4, 4, 8, 8, 9, 11, 4, 7, 2, 4, 25, 5, 12, 12, 27, 2, 13, 21, 0, 8, 23, 1, 9, 0, 1, 4, 1, 7, 30, 4, 6, 8, 4, 2, 18, 1, 16]
19,[2, 49, 0, 0, 0, 2, 0, 7, 19, 1, 16, 4, 0, 6, 7, 7, 8, 23, 12, 2, 11, 6, 4, 64, 64, 64, 7, 25, 4, 23, 8, 18, 4, 12, 12, 4, 2, 2, 49, 1, 35, 7, 19, 25, 6, 32, 8, 6, 5, 23, 23, 8, 18, 18, 18, 4, 9, 16, 4, 27, 2, 21, 1, 1, 1, 1, 18, 7, 4, 1, 31, 7, 4, 6, 6, 1, 1, 1, 20, 28, 1, 18, 4, 8, 4, 4, 4, 4, 8, 32, 6, 6, 6, 6, 6, 8, 33, 33, 31, 16]
20,[2, 7, 7, 8, 1, 18, 2, 8, 25, 31, 2, 13, 9, 6, 13, 1, 6, 2, 1, 31, 31, 30, 31, 16, 18, 30, 4, 1, 23, 20, 28, 28, 8, 6, 18, 4, 18, 18, 18, 4, 2, 5, 31, 4, 16, 30, 16, 11, 1, 31, 30, 8, 11, 18, 18, 18, 18, 1, 1, 24, 1, 2, 4, 8, 4, 33, 4, 1, 1, 1, 2, 10, 10, 30, 27, 35, 4, 11, 0, 4, 2, 6, 2, 18, 8, 18, 11, 4, 4, 8, 7, 7, 7, 12, 1, 18, 18, 18, 2, 4]
21,[7, 19, 0, 1, 29, 29, 31, 8, 1, 28, 19, 31, 7, 1, 30, 0, 24, 8, 49, 24, 8, 4, 5, 7, 6, 6, 6, 11, 19, 10, 8, 10, 29, 31, 0, 11, 23, 19, 7, 1, 7, 0, 0, 0, 0, 19, 11, 4, 4, 11, 1, 6, 8, 31, 30, 0, 0, 0, 1, 16, 11, 11, 4, 31, 19, 4, 11, 2, 11, 24, 6, 31, 31, 8, 0, 0, 0, 1, 9, 10, 2, 12, 17, 20, 0, 0, 6, 24, 30, 30, 30, 30, 19, 8, 11, 11, 2, 2, 2, 4]
22,[0, 2, 2, 7, 49, 7, 4, 27, 11, 11, 11, 8, 8, 7, 7, 7, 7, 2, 18, 9, 33, 19, 11, 18, 8, 8, 4, 0, 0, 0, 1, 8, 7, 7, 4, 4, 0, 11, 5, 11, 8, 8, 8, 8, 8, 7, 7, 0, 7, 4, 16, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 4, 23, 7, 7, 7, 16, 7, 11, 2, 16, 4, 19, 19, 19, 19, 11, 25, 35, 1, 18, 18, 12, 4, 4, 4, 7, 4, 29, 32, 32, 2, 7, 4, 56, 4, 8, 1, 8]
23,[30, 0, 0, 0, 2, 18, 2, 0, 46, 8, 1, 0, 0, 1, 0, 6, 2, 0, 0, 16, 12, 0, 8, 31, 7, 16, 0, 9, 2, 0, 8, 8, 7, 9, 46, 0, 0, 0, 0, 0, 0, 0, 49, 1, 11, 31, 0, 16, 2, 21, 21, 31, 2, 4, 7, 0, 0, 12, 12, 8, 8, 6, 6, 7, 22, 16, 16, 12, 0, 16, 0, 23, 25, 25, 8, 8, 6, 1, 8, 20, 8, 0, 2, 11, 8, 0, 8, 8, 8, 8, 0, 23, 6, 9, 2, 11, 8, 9, 6, 6]
24,[5, 5, 37, 0, 31, 0, 5, 1, 5, 7, 1, 5, 5, 2, 1, 5, 18, 7, 5, 7, 31, 1, 4, 18, 8, 7, 18, 13, 13, 6, 35, 2, 2, 4, 2, 8, 7, 24, 1, 4, 5, 0, 5, 2, 6, 18, 5, 1, 1, 0, 9, 9, 18, 18, 1, 18, 5, 20, 18, 5, 2, 1, 18, 18, 18, 8, 6, 6, 27, 5, 2, 18, 23, 11, 18, 5, 30, 2, 6, 18, 11, 6, 5, 5, 7, 5, 1, 1, 2, 1, 23, 20, 30, 1, 4, 1, 13, 19, 1, 5]
25,[0, 12, 2, 0, 2, 12, 12, 11, 16, 0, 8, 4, 0, 11, 1, 1, 7, 8, 8, 8, 8, 0, 7, 7, 0, 5, 20, 11, 11, 11, 6, 2, 6, 12, 12, 8, 45, 45, 45, 1, 0, 0, 18, 7, 0, 0, 4, 2, 8, 4, 6, 12, 6, 6, 21, 6, 1, 2, 0, 25, 25, 6, 2, 11, 4, 0, 2, 20, 1, 0, 16, 13, 13, 13, 0, 25, 35, 1, 6, 6, 20, 12, 1, 12, 18, 47, 47, 47, 47, 1, 1, 2, 1, 7, 7, 7, 5, 6, 24, 0]
26,[1, 6, 30, 8, 4, 7, 7, 7, 2, 7, 33, 33, 33, 1, 29, 31, 0, 2, 0, 46, 1, 0, 25, 6, 7, 7, 31, 31, 4, 4, 4, 29, 7, 8, 1, 1, 2, 7, 18, 31, 31, 0, 6, 6, 7, 7, 11, 33, 20, 20, 0, 24, 25, 0, 33, 1, 10, 10, 1, 7, 29, 29, 31, 24, 33, 0, 33, 4, 27, 12, 4, 33, 0, 33, 29, 11, 11, 11, 8, 8, 1, 9, 33, 1, 8, 4, 0, 21, 2, 36, 2, 2, 36, 36, 36, 36, 36, 33, 4, 0]
27,[4, 7, 2, 8, 4, 2, 9, 0, 35, 7, 2, 16, 0, 16, 3, 0, 13, 13, 0, 0, 0, 2, 7, 0, 5, 2, 9, 9, 19, 28, 4, 7, 4, 2, 1, 13, 2, 4, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 23, 9, 2, 4, 0, 5, 2, 25, 1, 2, 2, 8, 8, 4, 27, 7, 24, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 4, 2, 1, 0, 7, 33, 33, 18, 33, 33, 35, 2, 19, 16, 25, 8, 13, 1, 16, 6, 9]
28,[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 16, 27, 20, 0, 0, 12, 12, 12, 0, 1, 6, 24, 16, 0, 0, 1, 16, 0, 0, 12, 0, 4, 0, 1, 7, 12, 8, 6, 4, 4, 1, 0, 6, 8, 0, 25, 0, 11, 0, 0, 0, 8, 1, 0, 16, 28, 28, 0, 8, 8, 8, 1, 0, 0, 22, 22, 22, 22, 0, 0, 0, 11, 16, 1, 0, 8, 49, 0, 25, 23, 0, 6, 46, 0, 2, 0, 6, 6, 8, 0, 16, 4, 6, 6, 0, 0, 0, 0, 12]
29,[0, 0, 5, 0, 24, 0, 0, 0, 0, 0, 0, 0, 8, 0, 12, 0, 0, 0, 0, 0, 7, 0, 1, 1, 1, 1, 2, 0, 2, 0, 5, 0, 1, 4, 0, 8, 5, 8, 8, 0, 7, 0, 0, 0, 0, 1, 16, 0, 6, 2, 12, 0, 1, 5, 12, 2, 8, 8, 5, 7, 19, 19, 8, 19, 19, 19, 19, 30, 30, 1, 0, 0, 2, 11, 6, 7, 0, 2, 21, 1, 8, 8, 30, 11, 8, 2, 24, 24, 1, 9, 21, 8, 37, 11, 2, 8, 8, 8, 5, 50]
33,[1, 1, 8, 0, 1, 4, 4, 23, 16, 4, 4, 4, 0, 7, 28, 7, 18, 19, 27, 2, 4, 6, 4, 28, 18, 0, 20, 1, 4, 18, 0, 4, 18, 1, 7, 49, 0, 0, 4, 29, 2, 0, 12, 0, 0, 7, 7, 16, 4, 4, 4, 1, 7, 7, 1, 11, 11, 11, 16, 0, 4, 6, 1, 8, 1, 4, 4, 6, 2, 6, 18, 3, 3, 23, 2, 1, 19, 19, 19, 3, 24, 24, 24, 4, 4, 6, 58, 16, 1, 18, 3, 8, 8, 8, 8, 8, 1, 1, 23, 0]
34,[1, 6, 6, 8, 6, 7, 6, 1, 1, 1, 1, 28, 1, 4, 4, 8, 6, 16, 25, 7, 0, 25, 20, 8, 7, 7, 4, 4, 8, 1, 4, 2, 2, 12, 13, 11, 11, 4, 16, 8, 16, 12, 8, 1, 33, 7, 0, 5, 16, 1, 1, 11, 12, 0, 1, 7, 0, 7, 0, 7, 7, 9, 0, 8, 6, 0, 16, 4, 7, 7, 0, 2, 1, 10, 9, 4, 1, 10, 10, 10, 10, 8, 3, 3, 33, 33, 4, 4, 36, 36, 36, 16, 6, 25, 13, 13, 7, 7, 7, 0]
35,[1, 1, 1, 0, 23, 23, 2, 1, 16, 1, 1, 10, 1, 6, 4, 1, 4, 2, 8, 49, 1, 1, 1, 8, 8, 8, 2, 30, 2, 20, 0, 6, 0, 0, 0, 9, 24, 23, 23, 0, 31, 25, 0, 7, 8, 4, 11, 11, 5, 0, 2, 6, 0, 0, 1, 1, 1, 12, 1, 6, 6, 6, 6, 6, 6, 4, 0, 11, 23, 45, 45, 5, 5, 4, 4, 23, 4, 0, 22, 1, 1, 4, 0, 27, 23, 10, 13, 29, 29, 29, 29, 29, 18, 18, 18, 2, 23, 23, 11, 8]
36,[0, 0, 23, 0, 8, 0, 0, 0, 0, 0, 12, 0, 24, 7, 0, 0, 0, 4, 28, 0, 0, 0, 0, 1, 9, 19, 0, 2, 4, 0, 1, 2, 0, 8, 0, 2, 12, 0, 0, 0, 0, 11, 11, 2, 8, 10, 10, 4, 0, 1, 8, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 9, 9, 9, 0, 11, 9, 19, 7, 19, 8, 19, 19, 19, 19, 19, 0, 11, 2, 12, 8, 1, 2, 1, 0, 8, 1, 6, 27, 25, 4, 0, 8, 0, 30, 5, 19, 13, 5]
37,[0, 1, 0, 0, 0, 28, 2, 2, 1, 2, 8, 8, 2, 0, 2, 0, 7, 4, 11, 18, 0, 12, 12, 18, 2, 2, 0, 0, 13, 13, 1, 1, 18, 30, 0, 0, 12, 2, 0, 8, 0, 25, 8, 6, 4, 37, 22, 22, 2, 5, 27, 0, 4, 18, 18, 0, 11, 0, 12, 12, 2, 8, 0, 4, 7, 7, 4, 11, 4, 6, 18, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 12, 25, 2, 6, 8, 9, 4, 11, 0, 11, 33, 33, 7, 4, 8, 3, 3]
38,[5, 19, 0, 5, 0, 5, 4, 0, 0, 16, 0, 0, 12, 6, 4, 0, 1, 0, 16, 4, 24, 24, 16, 16, 1, 8, 8, 2, 0, 0, 0, 0, 16, 13, 16, 4, 0, 4, 16, 2, 9, 2, 8, 16, 0, 9, 9, 9, 28, 5, 8, 9, 9, 0, 1, 0, 1, 0, 0, 0, 40, 28, 1, 1, 8, 4, 0, 4, 24, 2, 8, 18, 10, 17, 17, 17, 17, 17, 5, 6, 0, 1, 11, 30, 30, 0, 9, 9, 9, 24, 28, 11, 16, 6, 18, 0, 10, 0, 0, 0]
39,[4, 2, 0, 7, 13, 4, 0, 28, 16, 16, 7, 8, 2, 0, 16, 2, 2, 2, 22, 4, 16, 16, 1, 31, 2, 23, 24, 13, 1, 11, 18, 16, 1, 27, 0, 1, 16, 16, 6, 16, 8, 2, 16, 16, 16, 18, 16, 12, 2, 4, 4, 16, 31, 2, 2, 2, 6, 37, 31, 4, 8, 8, 2, 4, 16, 16, 2, 4, 4, 35, 0, 18, 2, 4, 6, 25, 4, 36, 36, 36, 36, 7, 3, 3, 4, 24, 18, 4, 4, 6, 7, 27, 13, 21, 6, 6, 6, 6, 6, 8]
40,[49, 9, 12, 12, 0, 7, 0, 0, 0, 0, 4, 0, 4, 7, 25, 11, 39, 0, 7, 11, 0, 7, 0, 5, 0, 30, 0, 1, 0, 0, 0, 27, 27, 1, 7, 0, 49, 12, 29, 4, 25, 0, 30, 1, 6, 1, 4, 5, 5, 5, 13, 2, 0, 7, 7, 2, 8, 27, 11, 4, 11, 11, 18, 18, 9, 8, 8, 8, 4, 11, 0, 11, 7, 4, 2, 8, 0, 10, 18, 11, 4, 4, 12, 4, 12, 4, 6, 1, 1, 19, 9, 18, 0, 2, 2, 2, 10, 13, 19, 4]
42,[0, 0, 0, 0, 0, 7, 7, 7, 11, 16, 0, 6, 8, 0, 0, 16, 1, 13, 0, 7, 21, 21, 21, 9, 21, 2, 6, 0, 0, 0, 0, 0, 0, 10, 12, 21, 20, 25, 7, 16, 0, 0, 8, 8, 8, 8, 8, 6, 2, 23, 0, 7, 6, 19, 2, 8, 8, 4, 7, 8, 6, 1, 24, 0, 12, 7, 20, 8, 8, 17, 0, 2, 19, 7, 0, 12, 8, 19, 28, 16, 0, 17, 7, 6, 0, 4, 18, 2, 4, 29, 35, 0, 1, 0, 28, 17, 8, 19, 19, 8]
44,[11, 20, 30, 20, 11, 11, 9, 19, 24, 24, 4, 0, 31, 4, 1, 2, 8, 2, 20, 2, 11, 4, 30, 20, 19, 19, 19, 19, 16, 0, 33, 8, 36, 36, 36, 5, 0, 5, 6, 3, 4, 4, 11, 16, 5, 5, 5, 5, 4, 1, 1, 5, 4, 16, 16, 16, 8, 2, 4, 9, 9, 9, 9, 5, 2, 2, 8, 33, 8, 7, 20, 20, 20, 20, 20, 20, 2, 35, 2, 23, 2, 8, 11, 17, 20, 1, 1, 36, 11, 11, 11, 11, 11, 2, 4, 16, 8, 6, 7, 4]
47,[7, 0, 0, 31, 6, 11, 11, 0, 0, 0, 0, 24, 0, 10, 13, 8, 5, 7, 8, 28, 8, 4, 7, 23, 31, 31, 4, 2, 6, 24, 2, 7, 21, 0, 23, 11, 11, 11, 24, 7, 1, 4, 7, 2, 0, 0, 0, 8, 10, 10, 2, 1, 1, 1, 1, 8, 8, 7, 8, 2, 8, 6, 12, 31, 0, 5, 7, 5, 12, 0, 4, 1, 4, 8, 8, 8, 30, 8, 4, 0, 19, 8, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 16, 16, 16, 16, 1, 18]
48,[0, 7, 21, 6, 6, 33, 2, 6, 25, 2, 13, 0, 6, 3, 0, 2, 11, 6, 0, 7, 11, 7, 2, 0, 6, 33, 18, 6, 11, 8, 16, 6, 8, 0, 0, 1, 0, 17, 23, 2, 2, 28, 0, 8, 2, 10, 10, 10, 2, 13, 6, 8, 0, 0, 6, 6, 30, 21, 7, 31, 1, 1, 4, 1, 4, 2, 20, 8, 5, 2, 0, 0, 25, 25, 18, 4, 27, 0, 8, 13, 5, 10, 0, 8, 0, 13, 2, 21, 6, 1, 33, 0, 4, 2, 6, 30, 6, 21, 8, 1]
50,[1, 0, 0, 1, 7, 6, 1, 4, 12, 33, 7, 1, 1, 4, 28, 1, 0, 11, 11, 7, 2, 0, 18, 1, 8, 4, 13, 13, 0, 1, 0, 7, 0, 18, 2, 7, 21, 21, 21, 1, 4, 0, 9, 6, 6, 13, 31, 31, 6, 19, 1, 7, 7, 4, 2, 2, 4, 16, 35, 12, 7, 7, 2, 0, 4, 4, 0, 0, 0, 9, 9, 1, 0, 0, 0, 0, 8, 33, 1, 2, 23, 2, 33, 8, 8, 1, 21, 8, 8, 6, 2, 0, 8, 8, 25, 25, 13, 33, 33, 33]
51,[8, 8, 1, 16, 7, 12, 0, 16, 31, 1, 1, 1, 18, 29, 4, 1, 8, 4, 2, 1, 2, 4, 2, 8, 8, 2, 31, 5, 1, 1, 6, 8, 1, 10, 4, 18, 1, 1, 7, 18, 61, 61, 61, 61, 61, 27, 23, 1, 18, 18, 5, 5, 6, 4, 8, 10, 8, 6, 6, 16, 1, 8, 1, 1, 8, 4, 1, 6, 6, 6, 6, 6, 18, 18, 5, 5, 4, 4, 4, 4, 2, 1, 12, 2, 29, 13, 8, 18, 8, 23, 1, 1, 1, 2, 2, 18, 5, 30, 1, 1]
52,[30, 25, 2, 16, 7, 25, 2, 6, 2, 1, 23, 2, 30, 8, 2, 1, 7, 9, 1, 30, 8, 2, 12, 18, 31, 18, 9, 7, 30, 7, 7, 1, 23, 21, 20, 18, 30, 21, 21, 5, 1, 7, 11, 1, 1, 13, 13, 18, 4, 6, 25, 16, 1, 2, 2, 11, 2, 8, 2, 2, 16, 0, 0, 18, 18, 16, 7, 2, 30, 19, 16, 7, 7, 7, 2, 2, 0, 2, 2, 30, 30, 30, 2, 8, 19, 6, 7, 7, 8, 8, 2, 0, 2, 30, 16, 30, 30, 16, 4, 2]
53,[0, 0, 0, 12, 12, 0, 7, 12, 0, 12, 12, 23, 0, 12, 6, 0, 0, 9, 0, 0, 0, 12, 12, 7, 0, 27, 0, 0, 23, 0, 0, 7, 6, 0, 8, 2, 6, 0, 11, 31, 2, 11, 11, 11, 8, 6, 6, 6, 6, 4, 8, 12, 12, 12, 12, 2, 0, 23, 7, 21, 11, 0, 0, 16, 2, 4, 0, 0, 0, 6, 2, 7, 0, 0, 0, 0, 0, 8, 1, 2, 0, 1, 1, 0, 11, 6, 8, 0, 0, 11, 29, 28, 8, 0, 19, 12, 0, 11, 9, 11]
54,[0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 8, 32, 0, 0, 0, 0, 9, 0, 24, 21, 0, 31, 21, 11, 8, 0, 46, 18, 0, 0, 0, 0, 5, 8, 2, 2, 17, 0, 6, 20, 19, 12, 12, 13, 4, 1, 0, 0, 1, 9, 6, 0, 32, 4, 0, 0, 0, 4, 4, 31, 0, 17, 11, 24, 5, 1, 21, 11, 19, 1, 12, 2, 17, 11, 12, 5, 0, 9, 0, 0, 0, 17, 28, 28, 13, 50, 50, 0, 1, 0, 0, 0, 24, 17, 0, 0, 18, 18, 18, 21]
55,[24, 1, 24, 24, 6, 7, 31, 0, 1, 2, 30, 31, 0, 0, 24, 0, 4, 2, 1, 33, 2, 2, 8, 2, 2, 7, 23, 25, 1, 1, 5, 31, 6, 7, 7, 7, 7, 7, 11, 6, 6, 31, 1, 2, 11, 11, 0, 0, 0, 0, 0, 0, 5, 5, 30, 33, 1, 6, 16, 14, 14, 1, 1, 1, 30, 11, 4, 17, 17, 17, 17, 17, 13, 6, 13, 31, 2, 1, 28, 17, 28, 0, 12, 31, 0, 6, 7, 5, 33, 33, 30, 30, 7, 4, 11, 1, 0, 4, 2, 4]
56,[1, 5, 4, 2, 35, 23, 4, 28, 2, 2, 30, 30, 1, 7, 23, 11, 1, 8, 37, 7, 5, 6, 2, 7, 7, 6, 4, 7, 7, 7, 8, 18, 18, 18, 16, 22, 22, 22, 22, 1, 6, 2, 1, 31, 35, 4, 6, 6, 1, 6, 17, 17, 7, 31, 2, 7, 18, 0, 12, 12, 18, 18, 6, 2, 2, 6, 30, 7, 1, 6, 8, 39, 1, 28, 24, 24, 4, 7, 29, 7, 13, 8, 32, 2, 12, 1, 16, 24, 2, 7, 6, 2, 4, 7, 17, 0, 5, 4, 27, 14]
58,[0, 0, 0, 7, 8, 8, 1, 19, 7, 19, 33, 33, 0, 0, 19, 39, 33, 5, 33, 28, 7, 0, 7, 31, 7, 10, 7, 1, 2, 31, 28, 18, 8, 33, 23, 0, 11, 11, 33, 33, 33, 1, 31, 1, 19, 8, 16, 33, 29, 1, 7, 1, 1, 4, 33, 23, 1, 1, 19, 11, 4, 4, 27, 18, 18, 1, 0, 0, 28, 3, 1, 19, 33, 18, 6, 4, 1, 28, 33, 7, 7, 19, 4, 19, 31, 1, 1, 1, 4, 7, 7, 7, 7, 7, 0, 4, 7, 1, 20, 8]
59,[5, 0, 0, 0, 5, 8, 8, 8, 29, 0, 1, 0, 23, 0, 19, 11, 11, 0, 18, 18, 18, 18, 0, 18, 0, 5, 0, 19, 0, 23, 20, 1, 2, 0, 0, 1, 1, 31, 9, 1, 4, 28, 2, 11, 8, 8, 8, 4, 4, 19, 7, 7, 2, 18, 18, 1, 1, 1, 5, 36, 1, 0, 16, 16, 16, 31, 0, 5, 0, 8, 35, 19, 0, 5, 7, 8, 29, 9, 8, 35, 35, 4, 9, 33, 33, 11, 6, 28, 13, 0, 4, 13, 7, 6, 24, 19, 8, 8, 8, 8]
60,[0, 0, 0, 0, 0, 0, 1, 18, 5, 12, 5, 19, 18, 18, 18, 0, 0, 8, 2, 2, 0, 4, 5, 18, 23, 0, 19, 0, 0, 8, 8, 5, 2, 5, 33, 11, 11, 2, 11, 2, 4, 5, 2, 4, 11, 8, 1, 18, 1, 4, 2, 35, 0, 28, 2, 5, 13, 5, 33, 30, 31, 31, 0, 5, 4, 4, 0, 33, 33, 9, 8, 19, 8, 2, 2, 18, 6, 18, 0, 8, 33, 33, 19, 0, 0, 0, 23, 24, 7, 7, 5, 35, 1, 8, 1, 1, 11, 0, 5, 0]
